3500B98806111803D1DF2448,16405963848,32.685289,-91.324881,9/15/2017,17:02:49,3,Herrington,Bell,1,312,1N0C690PKH4065095       , ,                        ,                        ,2:02:49,6975,1,11.1,238,0,32.685252,-91.32589,1,6975,9/16/2017,                                                
3500B98806111703D1DF2447,16405963847,32.686808,-91.324777,9/15/2017,19:05:46,2,Herrington,Bell,1,312,1N0C690PKH4065095       , ,                        ,                        ,4:05:44,12451,2,10.1,226,2208,32.686921,-91.32096,2,5476,9/16/2017,                                                
3500B98806111603D1DF2446,16405963846,32.686889,-91.325602,9/15/2017,19:21:41,2,Herrington,Bell,1,312,1N0C690PKH4065095       , ,                        ,                        ,4:21:40,18867,3,9.5,238,2545,32.687025,-91.32097,3,6416,9/16/2017,                                                
3500B98806111503D1DF2445,16405963845,32.6871,-91.327341,9/15/2017,19:29:39,2,Herrington,Bell,1,312,1N0C690PKH4065095       , ,                        ,                        ,4:29:36,24867,4,9.9,237,2542,32.68734,-91.320969,4,6000,9/16/2017,                                                
3500B98806111403D1DF2444,16405963844,32.687585,-91.325131,9/15/2017,19:56:15,3,Herrington,Bell,1,312,1N0C690PKH4065095       , ,                        ,                        ,4:56:13,30584,5,10,236,2572,32.687526,-91.327111,5,5717,9/16/2017,                                                
3500B98806111303D1DF2443,16405963843,32.687817,-91.324358,9/15/2017,20:05:03,2,Herrington,Bell,1,312,1N0C690PKH4065095       , ,                        ,                        ,5:05:03,36968,6,9.9,239,2521,32.687748,-91.326743,6,6384,9/16/2017,                                                
3500B98806111203D1DF2442,16405963842,32.687993,-91.325492,9/15/2017,20:14:08,3,Herrington,Bell,1,312,1N0C690PKH4065095       , ,                        ,                        ,5:14:07,43717,7,9.9,239,2529,32.68821,-91.321696,7,6749,9/16/2017,                                                
3500B98806111103D1DF2441,16405963841,32.688324,-91.324888,9/15/2017,20:22:44,3,Herrington,Bell,1,312,1N0C690PKH4065095       , ,                        ,                        ,5:22:43,49878,8,10.2,237,2472,32.688391,-91.322565,8,6161,9/16/2017,                                                
3500B98806111003D1DF2440,16405963840,32.688393,-91.322477,9/15/2017,20:33:10,3,Herrington,Bell,1,312,1N0C690PKH4065095       , ,                        ,                        ,5:33:09,54825,9,10.4,214,0,32.688385,-91.322427,9,4947,9/16/2017,                                                
3500B98806110F03D1DF243F,16405963839,32.72877,-91.317891,9/15/2017,21:21:13,3,Herrington,Bell,2,312,1N0C690PKH4065095       , ,                        ,                        ,6:21:12,12638,10,0,237,2676,32.728791,-91.316499,1,12638,9/16/2017,                                                
3500B98806110E03D1DF243E,16405963838,32.728222,-91.319449,9/15/2017,21:34:26,3,Herrington,Bell,2,312,1N0C690PKH4065095       , ,                        ,                        ,6:34:24,21658,11,0,237,2620,32.728195,-91.321247,2,9020,9/16/2017,                                                
3500B98806110D03D1DF243D,16405963837,32.727842,-91.316899,9/15/2017,21:48:58,3,Herrington,Bell,2,312,1N0C690PKH4065095       , ,                        ,                        ,6:48:56,31485,12,0,239,0,32.727823,-91.318119,3,9827,9/16/2017,                                                
3500B98806110C03D1DF243C,16405963836,32.727499,-91.318863,9/15/2017,22:02:16,4,Herrington,Bell,2,312,1N0C690PKH4065095       , ,                        ,                        ,7:02:14,40682,13,0,237,2613,32.727528,-91.316975,4,9197,9/16/2017,                                                
3500B98806110B03D1DF243B,16405963835,32.727318,-91.320524,9/15/2017,22:17:03,3,Herrington,Bell,2,312,1N0C690PKH4065095       , ,                        ,                        ,7:17:02,49322,14,0,238,0,32.727306,-91.321268,5,8640,9/16/2017,                                                
3500B98806110A03D1DF243A,16405963834,32.727032,-91.318621,9/15/2017,22:32:02,3,Herrington,Bell,2,312,1N0C690PKH4065095       , ,                        ,                        ,7:32:00,58421,15,0,239,0,32.727017,-91.319581,6,9099,9/16/2017,                                                
3500B98806110903D1DF2439,16405963833,32.726844,-91.317224,9/15/2017,22:50:09,3,Herrington,Bell,2,312,1N0C690PKH4065095       , ,                        ,                        ,7:50:08,67527,16,0,239,2698,32.726828,-91.318128,7,9106,9/16/2017,                                                
3500B98806110803D1DF2438,16405963832,32.726638,-91.317044,9/15/2017,23:09:00,3,Herrington,Bell,2,312,1N0C690PKH4065095       , ,                        ,                        ,8:08:58,77005,17,0,240,0,32.726623,-91.317981,8,9478,9/16/2017,                                                
3500B98806110703D1DF2437,16405963831,32.726425,-91.317167,9/15/2017,23:23:54,3,Herrington,Bell,2,312,1N0C690PKH4065095       , ,                        ,                        ,8:23:52,86349,18,0,240,0,32.72641,-91.31813,9,9344,9/16/2017,                                                
3500B98806110603D1DF2436,16405963830,32.725997,-91.317836,9/15/2017,23:38:39,3,Herrington,Bell,2,312,1N0C690PKH4065095       , ,                        ,                        ,8:38:36,95636,19,0,238,0,32.725978,-91.319033,10,9287,9/16/2017,                                                
3500B98806110503D1DF2435,16405963829,32.725713,-91.319274,9/16/2017,0:00:06,3,Herrington,Bell,2,312,1N0C690PKH4065095       , ,                        ,                        ,9:00:04,105012,20,0,238,0,32.725694,-91.320504,11,9376,9/16/2017,                                                
3500B98806110403D1DF2434,16405963828,32.725159,-91.321266,9/16/2017,0:14:23,4,Herrington,Bell,2,312,1N0C690PKH4065095       , ,                        ,                        ,9:14:22,114653,21,0,238,2716,32.725222,-91.317545,12,9641,9/16/2017,                                                
3500B98806110303D1DF2433,16405963827,32.724766,-91.319665,9/16/2017,0:28:49,3,Herrington,Horn,1,312,1N0C690PKH4065095       , ,                        ,                        ,9:28:46,123871,22,0,237,0,32.724785,-91.318425,13,9218,9/16/2017,                                                
3500B98806110203D1DF2432,16405963826,32.724358,-91.319088,9/16/2017,0:41:48,3,Herrington,Horn,2,312,1N0C690PKH4065095       , ,                        ,                        ,9:41:46,132437,23,0,238,0,32.724375,-91.317986,14,8566,9/16/2017,                                                
3500B98806110103D1DF2431,16405963825,32.723077,-91.31836,9/16/2017,0:56:41,3,Herrington,Horn,2,312,1N0C690PKH4065095       , ,                        ,                        ,9:56:40,141219,24,0,240,0,32.724047,-91.318376,15,8782,9/16/2017,                                                
3500B98806111803D1DF2430,16405963824,32.723116,-91.319537,9/16/2017,1:13:48,3,Herrington,Horn,3,312,1N0C690PKH4065095       , ,                        ,                        ,10:13:46,148952,25,0,236,2793,32.723978,-91.319673,16,7733,9/16/2017,                                                
3500B98806111703D1DF242F,16405963823,32.724053,-91.321219,9/16/2017,1:30:38,3,Herrington,Horn,4,312,1N0C690PKH4065095       , ,                        ,                        ,10:30:36,157450,26,0,240,2891,32.724098,-91.321036,17,8498,9/16/2017,                                                
3500B98806111603D1DF242E,16405963822,32.724066,-91.321168,9/16/2017,1:41:21,2,Figura Farms,Cross Creek,1,312,1N0C690PKH4065095       , ,                        ,                        ,10:41:18,161324,27,0,160,1248,32.724096,-91.318883,18,3874,9/16/2017,                                                
3500B98806111503D1DF242D,16405963821,32.755574,-91.218454,9/19/2017,17:25:49,2,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,12:25:48,10928,28,12.5,237,2651,32.755641,-91.210349,1,10928,9/19/2017,                                                
3500B98806111403D1DF242C,16405963820,32.755654,-91.21488,9/19/2017,17:34:39,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,12:34:37,17723,29,11.5,238,2608,32.755626,-91.218225,2,6795,9/19/2017,                                                
3500B98806111303D1DF242B,16405963819,32.755783,-91.211519,9/19/2017,17:43:43,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,12:43:42,24615,30,11.2,237,2540,32.755727,-91.218237,3,6892,9/19/2017,                                                
3500B98806111203D1DF242A,16405963818,32.755818,-91.213237,9/19/2017,17:52:11,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,12:52:10,31207,31,11.4,239,2551,32.755841,-91.210451,4,6592,9/19/2017,                                                
3500B98806111103D1DF2429,16405963817,32.755886,-91.216755,9/19/2017,18:03:02,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,13:03:02,38066,32,11.2,237,2533,32.755938,-91.210463,5,6859,9/19/2017,                                                
3500B98806111003D1DF2428,16405963816,32.755938,-91.216389,9/19/2017,18:11:38,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,13:11:38,44776,33,11.3,239,2600,32.755924,-91.218251,6,6710,9/19/2017,                                                
3500B98806110F03D1DF2427,16405963815,32.756066,-91.21283,9/19/2017,18:21:03,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,13:21:02,51625,34,11.2,238,2554,32.756021,-91.218239,7,6849,9/19/2017,                                                
3500B98806110E03D1DF2426,16405963814,32.756122,-91.211895,9/19/2017,18:29:57,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,13:29:56,58255,35,10.8,239,2541,32.756135,-91.21046,8,6630,9/19/2017,                                                
3500B98806110D03D1DF2425,16405963813,32.75619,-91.215868,9/19/2017,18:38:41,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,13:38:40,64883,36,10.5,238,2529,32.756235,-91.210462,9,6628,9/19/2017,                                                
3500B98806110C03D1DF2424,16405963812,32.756232,-91.216657,9/19/2017,18:46:48,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,13:46:48,71260,37,10.4,238,2489,32.756219,-91.218243,10,6377,9/19/2017,                                                
3500B98806110B03D1DF2423,16405963811,32.756367,-91.212466,9/19/2017,18:55:23,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,13:55:22,77772,38,10.7,238,2515,32.756319,-91.218263,11,6512,9/19/2017,                                                
3500B98806110A03D1DF2422,16405963810,32.756421,-91.21205,9/19/2017,19:04:01,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,14:04:00,84527,39,10.6,239,2529,32.756434,-91.210446,12,6755,9/19/2017,                                                
3500B98806110903D1DF2421,16405963809,32.756488,-91.215822,9/19/2017,19:13:55,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,14:13:54,91316,40,10.3,238,2540,32.756532,-91.210438,13,6789,9/19/2017,                                                
3500B98806110803D1DF2420,16405963808,32.756535,-91.216244,9/19/2017,19:21:49,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,14:21:48,97429,41,10.3,238,2393,32.756518,-91.218273,14,6113,9/19/2017,                                                
3500B98806110703D1DF241F,16405963807,32.756708,-91.213053,9/19/2017,19:31:11,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,14:31:10,104073,42,10.6,236,2438,32.756822,-91.211244,15,6644,9/19/2017,                                                
3500B98806110603D1DF241E,16405963806,32.756822,-91.211346,9/19/2017,19:39:56,4,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,14:39:56,110876,43,10.5,238,2420,32.756872,-91.211127,16,6803,9/19/2017,                                                
3500B98806110503D1DF241D,16405963805,32.756988,-91.214978,9/19/2017,19:49:01,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,14:49:00,117692,44,10.1,239,2497,32.757026,-91.210403,17,6816,9/19/2017,                                                
3500B98806110403D1DF241C,16405963804,32.757068,-91.217209,9/19/2017,19:57:01,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,14:57:00,123885,45,10.1,237,2401,32.757224,-91.210402,18,6193,9/19/2017,                                                
3500B98806110303D1DF241B,16405963803,32.757249,-91.213364,9/19/2017,20:06:13,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,15:06:12,130571,46,10.5,239,2492,32.757366,-91.211219,19,6686,9/19/2017,                                                
3500B98806110203D1DF241A,16405963802,32.757366,-91.211219,9/19/2017,20:14:54,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,15:14:52,137295,47,10.4,238,0,32.757466,-91.21107,20,6724,9/19/2017,                                                
3500B98806110103D1DF2419,16405963801,32.757534,-91.214869,9/19/2017,20:24:54,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,15:24:52,144129,48,9.9,237,2470,32.75757,-91.210437,21,6834,9/19/2017,                                                
3500B98806111803D1DF2418,16405963800,32.757605,-91.21818,9/19/2017,20:39:26,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,15:39:24,150805,49,10.3,238,2467,32.75762,-91.210462,22,6676,9/19/2017,                                                
3500B98806111703D1DF2417,16405963799,32.757685,-91.214544,9/19/2017,20:48:29,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,15:48:28,157624,50,10.4,236,2436,32.757651,-91.218487,23,6819,9/19/2017,                                                
3500B98806111603D1DF2416,16405963798,32.75791,-91.211132,9/19/2017,20:57:36,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,15:57:34,164548,51,10.3,238,2486,32.757846,-91.218626,24,6924,9/19/2017,                                                
3500B98806111503D1DF2415,16405963797,32.758008,-91.211126,9/19/2017,21:08:00,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,16:07:58,172461,52,10.3,239,2555,32.758008,-91.210283,25,7913,9/19/2017,                                                
3500B98806111403D1DF2414,16405963796,32.759009,-91.216004,9/19/2017,22:01:49,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,17:01:48,179924,53,11.9,236,2668,32.759104,-91.210488,26,7463,9/19/2017,                                                
3500B98806111303D1DF2413,16405963795,32.759135,-91.212692,9/19/2017,22:17:01,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,17:16:58,190421,54,11.2,239,2599,32.759203,-91.210483,27,10497,9/19/2017,                                                
3500B98806111203D1DF2412,16405963794,32.759216,-91.21478,9/19/2017,22:30:08,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,17:30:08,200338,55,10.8,237,2524,32.759301,-91.210442,28,9917,9/19/2017,                                                
3500B98806111103D1DF2411,16405963793,32.759337,-91.217995,9/19/2017,22:45:06,3,Condrey Farms,Hollybrook,hb5,4949,1N0C690PKH4065095       , ,                        ,                        ,17:45:05,211321,56,11,236,2589,32.759398,-91.210591,29,10983,9/19/2017,                                                
3500B98806111003D1DF2410,16405963792,32.759581,-91.212318,9/19/2017,23:06:23,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,18:06:22,222469,57,10.9,238,2549,32.759653,-91.210498,30,11148,9/19/2017,                                                
3500B98806110F03D1DF240F,16405963791,32.759708,-91.214827,9/19/2017,23:23:21,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,18:23:20,233060,58,11.3,239,2789,32.759792,-91.210458,31,10591,9/19/2017,                                                
3500B98806110E03D1DF240E,16405963790,32.759936,-91.211138,9/19/2017,23:36:19,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,18:36:16,242329,59,11.3,238,2632,32.759991,-91.210407,32,9269,9/19/2017,                                                
3500B98806110D03D1DF240D,16405963789,32.760075,-91.21204,9/19/2017,23:49:17,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,18:49:17,251834,60,11.3,238,2581,32.760088,-91.210477,33,9505,9/19/2017,                                                
3500B98806110C03D1DF240C,16405963788,32.760201,-91.214624,9/20/2017,0:00:43,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,19:00:41,260334,61,11.7,238,2645,32.760286,-91.210378,34,8500,9/19/2017,                                                
3500B98806110B03D1DF240B,16405963787,32.760419,-91.212237,9/20/2017,0:13:57,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,19:13:57,269370,62,11.8,239,2679,32.760483,-91.210425,35,9036,9/19/2017,                                                
3500B98806110A03D1DF240A,16405963786,32.760582,-91.210431,9/20/2017,0:26:18,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,19:26:17,278359,63,11.9,239,0,32.760626,-91.210936,36,8989,9/19/2017,                                                
3500B98806110903D1DF2409,16405963785,32.760767,-91.211891,9/20/2017,0:39:58,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,19:39:57,287842,64,12.4,238,2740,32.760779,-91.210462,37,9483,9/19/2017,                                                
3500B98806110803D1DF2408,16405963784,32.761058,-91.212531,9/20/2017,0:54:29,2,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,19:54:27,297878,65,12.7,238,2756,32.761076,-91.210462,38,10036,9/19/2017,                                                
3500B98806110703D1DF2407,16405963783,32.76145,-91.212822,9/20/2017,1:07:05,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,20:07:03,306754,66,13,238,2768,32.761469,-91.210567,39,8876,9/19/2017,                                                
3500B98806110603D1DF2406,16405963782,32.76139,-91.210412,9/20/2017,1:16:56,2,Condrey Farms,Hollybrook,hb4,4949,1N0C690PKH4065095       , ,                        ,                        ,20:16:55,312742,67,13.1,207,2072,32.761206,-91.210385,40,5988,9/19/2017,                                                
